NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
69	1598.272	9.118	248.069	7.981	0.016	0.989	60000.0
70	1602.434	9.157	248.639	7.983	0.016	0.989	80000.0
71	1604.744	9.154	248.531	8.008	0.016	0.989	80000.0
72	1596.911	9.129	247.205	7.978	0.016	0.989	60000.0
73	1596.614	9.108	247.725	7.973	0.016	0.989	80000.0
74	1602.252	9.184	248.314	8.035	0.016	0.988	90000.0
75	1597.387	9.081	247.845	7.926	0.015	0.989	100000.0
76	1601.937	9.12	248.921	7.979	0.015	0.989	70000.0
77	1595.928	9.093	246.97	7.933	0.015	0.989	70000.0
78	1604.559	9.159	248.801	8.018	0.016	0.989	80000.0
79	1605.158	9.124	248.395	7.956	0.016	0.989	50000.0
80	1601.707	9.119	247.254	7.949	0.016	0.989	80000.0
81	1607.864	9.198	248.846	8.028	0.016	0.988	150000.0
82	1602.746	9.113	248.577	7.965	0.016	0.989	60000.0
83	1606.393	9.12	249.101	7.994	0.015	0.989	80000.0
84	1601.607	9.095	247.472	7.959	0.015	0.989	70000.0
85	1605.982	9.145	248.419	7.972	0.016	0.989	70000.0
86	1599.652	9.11	247.247	7.979	0.015	0.989	60000.0
87	1601.198	9.098	247.821	7.967	0.015	0.989	80000.0
88	1604.728	9.144	248.633	7.997	0.016	0.989	60000.0
89	1597.83	9.149	247.499	7.988	0.016	0.989	90000.0
90	1603.538	9.139	249.157	7.987	0.016	0.989	50000.0
91	1600.536	9.091	248.241	7.961	0.015	0.989	50000.0
92	1598.257	9.133	248.354	8.005	0.016	0.989	70000.0
93	1603.253	9.138	248.385	7.989	0.015	0.989	100000.0
94	1607.06	9.151	248.595	7.968	0.016	0.989	80000.0
95	1600.165	9.14	248.289	7.983	0.016	0.989	50000.0
96	1597.109	9.16	247.707	8.0	0.016	0.989	90000.0
97	1602.433	9.156	247.827	7.999	0.016	0.989	80000.0
98	1603.793	9.102	248.961	7.991	0.015	0.989	70000.0
99	1597.528	9.139	247.964	8.005	0.016	0.989	50000.0
100	1595.316	9.097	246.716	7.942	0.015	0.989	80000.0
101	1604.224	9.151	248.677	7.997	0.015	0.989	140000.0
102	1600.484	9.155	247.826	7.995	0.016	0.989	60000.0
103	1600.777	9.08	247.613	7.919	0.015	0.989	80000.0
104	1600.253	9.116	248.708	7.999	0.015	0.989	50000.0
105	1603.772	9.152	247.883	7.985	0.016	0.989	80000.0
106	1607.132	9.179	248.932	8.022	0.016	0.989	60000.0
107	1596.149	9.105	247.267	7.951	0.016	0.989	100000.0
108	1598.094	9.133	247.273	7.963	0.016	0.989	70000.0
109	1601.15	9.15	248.274	8.016	0.016	0.989	100000.0
110	1600.507	9.145	248.051	8.023	0.016	0.988	90000.0
111	1593.124	9.11	247.365	7.99	0.016	0.988	60000.0
112	1597.035	9.119	247.148	7.981	0.015	0.989	70000.0
113	1597.396	9.121	246.727	7.948	0.016	0.989	80000.0
114	1599.036	9.111	247.842	7.961	0.015	0.989	90000.0
115	1594.513	9.065	247.191	7.921	0.015	0.989	80000.0
116	1602.7	9.152	248.598	8.009	0.016	0.989	110000.0
117	1604.81	9.149	248.821	8.011	0.016	0.989	90000.0
118	1600.228	9.125	248.452	8.002	0.016	0.989	100000.0
119	1593.931	9.124	246.221	7.954	0.016	0.989	90000.0
120	1600.369	9.125	247.867	7.969	0.016	0.989	70000.0
121	1608.976	9.17	249.346	8.027	0.016	0.989	90000.0
122	1600.155	9.143	247.755	7.989	0.016	0.989	90000.0
123	1601.248	9.162	247.964	7.991	0.016	0.989	60000.0
124	1600.571	9.105	247.43	7.97	0.016	0.989	60000.0
125	1605.491	9.157	248.43	8.009	0.016	0.988	50000.0
126	1594.455	9.177	246.837	8.016	0.016	0.988	100000.0
127	1603.672	9.168	248.596	8.012	0.016	0.989	90000.0
128	1596.993	9.125	246.543	7.959	0.016	0.988	50000.0
129	1598.581	9.113	247.104	7.952	0.016	0.989	90000.0
130	1599.98	9.116	248.032	7.978	0.015	0.989	80000.0
131	1602.581	9.143	248.513	7.988	0.016	0.989	60000.0
132	1594.059	9.073	246.963	7.953	0.015	0.989	80000.0
133	1602.293	9.108	248.258	7.981	0.015	0.989	70000.0
134	1605.509	9.147	248.91	7.989	0.016	0.989	70000.0
135	1601.654	9.153	248.048	8.011	0.016	0.988	100000.0
136	1604.756	9.11	248.186	7.937	0.015	0.989	60000.0
137	1602.652	9.138	248.44	7.965	0.016	0.989	90000.0
138	1598.921	9.135	247.869	7.981	0.016	0.989	60000.0
139	1597.343	9.088	246.986	7.93	0.015	0.989	60000.0
140	1605.249	9.181	249.246	8.041	0.016	0.989	70000.0
141	1601.193	9.137	248.352	8.005	0.015	0.989	60000.0
142	1595.937	9.085	247.213	7.972	0.016	0.989	70000.0
143	1600.889	9.148	247.683	7.995	0.016	0.989	70000.0
144	1603.545	9.165	248.466	8.035	0.016	0.988	100000.0
145	1599.001	9.094	247.597	7.947	0.015	0.989	60000.0
