Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T
PD44743a_vs_PD44743b__pv	888	1483	757	900	1411	1294	841	2266	0	551	234	788	1546	316	359	759	226	0	496	0
PD44744a_vs_PD44744b__pv	10280	9823	615	6043	1540	99	1039	1057	255	912	0	307	887	1149	329	4168	621	2086	259	464
PD44745a_vs_PD44745b__pv	8737	12585	336	5368	2016	3021	2225	1644	3258	1502	32	967	2252	1383	1717	1692	1821	396	0	799
PD44746a_vs_PD44746b__pv	174	177	353	0	591	509	312	698	946	114	414	540	460	287	113	319	280	0	281	327
PD44747a_vs_PD44747b__pv	2879	2574	511	1129	924	940	603	1038	811	149	49	878	476	356	660	321	408	299	248	445
PD44749a_vs_PD44749b__pv	2516	1835	609	918	298	684	577	312	449	0	394	502	622	0	228	424	656	136	125	182
PD44751a_vs_PD44751b__pv	687	720	181	469	492	130	56	315	376	205	19	169	37	105	131	91	63	0	145	166
PD44752a_vs_PD44752b__pv	734	1665	506	729	1543	857	665	3347	1299	438	344	657	967	86	225	572	386	0	206	1004
PD44753a_vs_PD44753b__pv	481	364	1096	269	754	1180	1326	631	855	337	207	674	942	639	422	695	244	100	147	326
PD44758a_vs_PD44758b__pv	3362	4730	708	1215	689	773	387	491	1026	69	588	629	194	502	579	292	388	0	259	110
PD44759a_vs_PD44759b__pv	1801	2078	415	382	955	1018	670	1764	1528	688	635	351	1360	501	728	510	281	623	380	134
PD44760a_vs_PD44760b__pv	2510	1194	936	862	1110	1164	753	629	758	254	73	706	795	390	637	99	725	640	468	438
PD44761a_vs_PD44761b__pv	446	553	1154	336	2438	1587	577	1375	1135	440	226	803	1620	175	732	334	466	346	316	358
PD44762a_vs_PD44762b__pv	135	139	579	47	848	623	733	288	720	405	0	482	588	158	310	525	208	0	103	163
PD44763a_vs_PD44763b__pv	1932	1912	91	1579	1431	1243	923	1497	1030	644	697	735	1513	98	378	698	388	995	342	468
PD44764a_vs_PD44764b__pv	826	562	141	129	1065	1002	141	365	1035	415	449	357	1436	745	811	697	2025	0	463	280
PD44765a_vs_PD44765b__pv	22702	11761	405	4522	1432	1556	2264	727	2066	1041	0	1304	1846	1045	991	1329	859	3593	330	579
PD44766a_vs_PD44766b__pv	740	576	0	1493	16431	153	0	574	0	18091	21965	17411	0	13831	0	0	24	0	0	458
PD44767a_vs_PD44767b__pv	12195	5132	1704	2333	840	2323	646	701	876	0	862	2424	0	514	1538	305	1290	2548	4	378
PD44769a_vs_PD44769b__pv	78	175	363	0	906	1315	645	793	912	338	277	421	1302	318	0	584	128	0	428	200
PD44770a_vs_PD44770b__pv	2886	2524	0	1023	4359	0	0	600	469	7325	7973	13105	0	0	427	313	298	452	781	284
PD44772a_vs_PD44772b__pv	1199	2633	1002	1097	1387	2383	443	2585	1579	1106	549	540	1481	602	1654	1414	1847	949	822	897
PD44773a_vs_PD44773b__pv	2513	3163	1574	2025	4411	1180	1284	781	1403	742	0	820	1917	0	81	548	364	0	296	414
PD44774a_vs_PD44774b__pv	261	15	823	178	1761	494	377	66	651	214	71	339	1086	0	133	673	535	0	280	141
PD44775a_vs_PD44775b__pv	137	2050	0	57	37066	0	0	2246	0	47652	12750	335	0	2768	225	556	133	0	0	975
PD44776a_vs_PD44776b__pv	14367	4246	743	7788	747	3054	573	390	49	491	485	778	1281	525	916	413	1814	1750	703	651
PD44777a_vs_PD44777b__pv	384	651	224	463	1595	907	486	1859	2083	1102	250	455	1523	470	268	391	193	26	258	712
PD44778a_vs_PD44778b__pv	4791	1136	1201	1325	1816	1363	729	263	1421	219	718	892	1357	360	2402	584	1050	271	446	389
PD44780a_vs_PD44780b__pv	85	36	453	50	762	266	406	1369	360	53	159	360	768	41	174	328	97	0	21	93
PD44781a_vs_PD44781b__pv	7667	10783	219	5548	1190	541	1137	185	1661	1032	297	462	1644	2114	868	2101	276	3349	443	686
PD44782a_vs_PD44782b__pv	15866	12048	0	7202	1113	1243	949	1141	1526	339	1004	719	995	813	859	1458	2056	844	421	652
PD44783a_vs_PD44783b__pv	1335	2468	1164	737	211	1441	100	1168	303	438	585	843	1986	880	4106	391	212	1570	720	462
PD44784a_vs_PD44784b__pv	445	634	825	456	1958	2813	999	2917	1354	966	406	1057	1515	230	633	288	594	0	530	1155
PD44785a_vs_PD44785b__pv	6676	7265	655	5659	648	1315	925	765	910	128	943	797	1262	921	689	807	332	176	515	327
PD44786a_vs_PD44786b__pv	371	740	279	337	619	219	389	165	723	173	86	396	439	186	382	417	128	0	101	170
PD44787a_vs_PD44787b__pv	1065	640	569	170	1711	931	865	2923	1025	370	643	582	778	198	755	529	354	327	318	595
PD44788a_vs_PD44788b__pv	1603	2084	262	1261	1089	1930	622	2590	2478	1378	772	200	1145	161	762	867	1290	0	341	1475
PD44789a_vs_PD44789b__pv	3773	3506	157	1065	1333	2398	1533	1119	2125	1419	799	423	3412	771	154	1742	776	0	911	656
PD44790a_vs_PD44790b__pv	5456	3971	453	1145	651	1078	712	1487	947	430	618	706	733	484	1242	527	538	0	293	368
PD44791a_vs_PD44791b__pv	2237	3042	320	585	507	222	181	481	650	63	127	309	82	323	351	82	15	0	171	58
PD44792a_vs_PD44792b__pv	11307	7058	493	4453	38	519	1824	1182	1574	103	542	750	371	1239	765	867	636	1272	79	620
PD44793a_vs_PD44793b__pv	350	302	381	113	1322	500	1006	1142	675	359	208	641	863	326	84	422	293	0	362	115
PD44794a_vs_PD44794b__pv	135	253	97	2	773	2436	665	1306	260	770	385	271	2312	500	154	1054	705	431	792	289
PD44795a_vs_PD44795b__pv	12466	8636	0	5714	616	972	265	1229	693	183	1153	630	741	283	538	401	376	8	34	250
PD44796a_vs_PD44796b__pv	1779	1526	1194	1615	1790	4049	624	1370	1266	925	989	1186	2722	348	443	459	1208	651	692	580
PD44797a_vs_PD44797b__pv	2375	2866	893	2049	1818	2196	982	3353	3278	549	558	1939	838	1316	760	816	1122	1477	635	1164
PD44798a_vs_PD44798b__pv	647	1105	371	436	1035	851	800	1232	1029	227	100	723	602	269	219	278	264	80	166	287
PD44799a_vs_PD44799b__pv	750	1365	835	350	1476	866	970	1519	1275	239	209	995	652	480	368	448	331	0	348	428
PD44800a_vs_PD44800b__pv	1940	2640	703	910	1398	909	988	2139	1368	100	650	1088	981	609	502	706	799	267	417	657
PD44801a_vs_PD44801b__pv	2837	3796	440	779	1778	384	921	2085	1090	399	209	977	824	617	375	478	35	18	269	575
PD44802a_vs_PD44802b__pv	204	91	333	92	581	394	427	343	441	153	107	367	481	91	216	188	101	0	168	97
PD44803a_vs_PD44803b__pv	4343	3965	1227	1499	2108	1498	1452	3957	2132	293	1124	1646	2908	638	779	591	620	0	497	949
PD44804a_vs_PD44804b__pv	807	722	276	569	482	513	435	432	222	233	136	288	510	140	126	181	38	0	236	195
PD44805a_vs_PD44805b__pv	18850	7764	458	6290	1268	839	2370	783	736	0	883	1352	0	194	610	2275	800	2770	0	456
PD44807a_vs_PD44807b__pv	201	129	580	238	638	863	523	138	945	196	255	214	551	137	298	719	378	34	268	148
PD44808a_vs_PD44808b__pv	421	546	315	84	944	1513	726	907	907	441	451	726	2050	524	114	588	2261	430	874	113
PD44809a_vs_PD44809b__pv	1242	1160	276	331	1382	1611	347	903	1990	673	186	495	2170	258	862	673	471	326	750	342
PD44810a_vs_PD44810b__pv	5303	3344	704	4609	1676	464	2954	977	650	2514	0	595	1989	754	939	3267	143	0	0	349
PD44811a_vs_PD44811b__pv	1558	2520	228	575	622	911	283	756	2131	801	529	246	70	469	525	437	492	714	241	330
PD44813a_vs_PD44813b__pv	3217	1968	598	1089	1111	916	627	589	1173	406	173	770	814	715	674	341	654	495	321	104
PD44814a_vs_PD44814b__pv	523	630	1313	361	1361	2642	442	1424	812	800	38	912	1737	326	615	326	656	356	779	770
PD44815a_vs_PD44815b__pv	1519	1653	595	588	395	807	562	678	1389	102	556	583	410	709	950	525	1154	158	466	197
PD44816a_vs_PD44816b__pv	832	1552	612	196	2324	955	1020	1666	2043	998	136	723	688	0	645	601	196	199	287	282
PD44817a_vs_PD44817b__pv	3	0	511	168	395	1640	1037	2376	715	944	482	152	1426	273	25	899	252	0	710	575
PD44818a_vs_PD44818b__pv	5897	4844	285	1198	877	802	1397	936	871	213	703	546	828	445	679	297	373	1059	228	196
PD44819a_vs_PD44819b__pv	13297	14052	1053	4740	1530	1871	2496	1973	622	397	819	1323	901	895	1850	505	855	2763	596	909
PD44820a_vs_PD44820b__pv	1234	1235	524	253	1230	721	684	1219	1026	72	475	970	387	423	520	456	418	0	306	472
PD44821a_vs_PD44821b__pv	3707	3967	401	1140	1309	685	1691	1606	1728	230	579	949	582	477	1191	760	361	0	428	252
PD44823a_vs_PD44823b__pv	464	743	650	445	739	716	698	558	710	27	413	677	456	248	330	389	552	0	260	331
PD44824a_vs_PD44824b__pv	3542	2262	683	1318	2423	1072	949	1828	1375	125	587	1587	1154	361	574	879	1536	324	511	531
PD44825a_vs_PD44825b__pv	6295	2224	26	0	13812	184	0	612	6862	26458	15523	19759	4470	14695	6003	2791	229	0	1057	32
PD44826a_vs_PD44826b__pv	1713	1703	379	842	1632	1435	1446	1859	1358	693	681	898	1080	409	332	594	560	0	487	365
PD44827a_vs_PD44827b__pv	954	1036	449	310	655	726	308	1003	1596	742	1058	229	229	251	557	309	487	293	338	339
PD44828a_vs_PD44828b__pv	7069	7442	483	3700	1852	1182	746	1683	2048	649	905	640	313	215	227	575	377	0	575	632
PD44829a_vs_PD44829b__pv	1568	3229	919	1025	3571	2822	2219	5663	1653	1102	1323	1515	2228	1393	2439	769	1122	119	1143	619
PD44830a_vs_PD44830b__pv	1972	2972	0	493	2061	442	1202	4769	1350	660	405	891	1279	801	905	542	370	474	35	337
PD44831a_vs_PD44831b__pv	12598	14514	1041	11337	825	213	1967	0	1378	0	1913	972	756	2061	585	2332	70	1651	305	0
PD44832a_vs_PD44832b__pv	2482	2257	0	0	9637	0	1188	1860	4325	29746	5816	12061	0	4032	1182	1164	0	0	1353	600
PD44833a_vs_PD44833b__pv	10950	10555	529	6472	737	2251	674	1380	1054	565	604	619	1468	1035	0	402	566	946	179	548
PD44834a_vs_PD44834b__pv	1611	1398	1057	1006	1014	1762	856	434	995	519	315	550	982	381	469	416	1121	412	337	203
PD44835a_vs_PD44835b__pv	1050	1989	429	401	579	1081	588	2560	1187	516	652	372	610	325	664	533	1068	307	0	886
PD44836a_vs_PD44836b__pv	2669	1590	558	744	2897	1986	2098	1051	2959	1403	943	1094	1696	1040	1877	865	630	434	950	632
PD44837a_vs_PD44837b__pv	402	671	195	170	422	133	732	514	370	0	0	294	361	141	53	104	100	368	112	131
PD44838a_vs_PD44838b__pv	628	329	0	140	2036	3722	1346	1855	2098	1698	0	102	4430	1446	0	1820	426	0	761	484
PD44839a_vs_PD44839b__pv	1172	438	836	318	1519	727	278	1071	1059	547	0	1012	941	109	906	679	1960	0	319	15
PD44840a_vs_PD44840b__pv	3131	2836	643	1409	1004	1033	793	911	946	479	0	848	1067	516	623	474	162	853	98	310
PD44841a_vs_PD44841b__pv	5829	5205	2079	1909	10382	0	1652	1356	0	17513	20683	12560	852	11434	2715	778	502	0	669	0
PD44842a_vs_PD44842b__pv	502	41	489	608	1014	535	518	1149	785	171	420	652	467	0	225	587	343	0	198	133
PD44843a_vs_PD44843b__pv	8809	3108	766	2634	2356	2045	1245	2087	994	598	615	1301	2560	731	1426	890	1226	0	720	723
PD44844a_vs_PD44844b__pv	245	237	399	0	1137	715	648	1567	1052	317	333	505	603	82	268	279	402	0	226	376
PD44845a_vs_PD44845b__pv	1015	2344	743	772	1534	388	2401	2023	929	239	258	452	635	535	278	902	231	677	336	493
PD44846a_vs_PD44846b__pv	1381	5738	317	2965	741	245	661	1293	914	779	405	42	933	682	290	406	106	719	257	326
PD44847a_vs_PD44847b__pv	2179	1956	457	403	1873	751	754	912	1317	246	245	671	631	480	737	358	413	122	478	190
PD44848a_vs_PD44848b__pv	11807	6460	2485	2457	979	3975	2137	923	2970	56	2395	2420	1263	865	2267	1021	2849	1726	1192	840
PD44849a_vs_PD44849b__pv	299	355	734	352	1446	2118	1814	2572	1805	1415	371	707	1066	511	0	1129	408	627	674	1045
PD44850a_vs_PD44850b__pv	6483	2672	1058	2557	2496	1279	1052	862	1532	0	526	1300	411	592	994	511	859	448	397	382
PD44851a_vs_PD44851b__pv	1700	1975	403	600	1575	420	361	934	1734	701	251	472	611	623	742	1417	985	166	605	168
PD44852a_vs_PD44852b__pv	2692	1861	1246	876	1797	3265	351	960	1296	821	122	829	1432	786	733	387	456	1298	1086	630
PD44853a_vs_PD44853b__pv	1896	1565	410	667	1507	217	729	2420	1505	548	19	551	183	705	151	421	180	54	353	399
PD44854a_vs_PD44854b__pv	1975	1641	517	1198	1407	986	702	1259	1669	616	339	473	1179	541	885	979	627	0	317	375
PD44855a_vs_PD44855b__pv	1830	3891	522	561	1167	663	805	1814	1254	408	938	492	1194	218	921	597	392	0	567	400
PD44856a_vs_PD44856b__pv	6948	10296	441	3723	1664	253	2601	775	1000	77	377	1017	1505	718	293	512	260	940	544	573
PD44857a_vs_PD44857b__pv	11390	10373	775	3777	996	1630	506	703	390	265	306	1368	821	377	561	217	551	2064	66	399
PD44859a_vs_PD44859b__pv	6019	3017	0	3266	4353	1808	0	0	866	9494	14843	5273	0	2178	65	260	1296	3095	450	352
PD44861a_vs_PD44861b__pv	2256	2322	516	1927	924	1933	1957	1470	1789	918	690	566	613	968	550	830	410	904	354	729
PD44862a_vs_PD44862b__pv	1545	126	1350	1286	435	1723	488	0	352	518	394	419	131	52	1027	3194	2197	1390	195	308
PD44863a_vs_PD44863b__pv	4453	3762	424	424	1567	700	924	2625	385	416	306	561	805	534	273	1372	863	857	74	586
PD44864a_vs_PD44864b__pv	5711	5619	703	1617	822	896	1704	903	704	408	233	770	1237	573	632	819	640	0	314	562
PD44904a_vs_PD44904b__pv	6772	8379	1591	5536	1301	4824	1451	1306	732	1285	926	791	3780	1603	1437	534	489	1622	1014	599
PD44905a_vs_PD44905b__pv	564	561	1005	782	799	2507	1491	270	1055	583	563	572	1682	643	599	1026	1335	1371	275	387
PD44906a_vs_PD44906b__pv	1816	928	361	1892	564	1604	645	557	844	512	606	315	1785	187	311	482	199	83	313	181
PD44908a_vs_PD44908b__pv	6258	4068	440	1187	1256	802	969	351	583	508	0	787	1538	1074	651	562	325	2067	595	241
PD44909a_vs_PD44909b__pv	195	287	546	69	1774	381	617	1546	331	0	183	611	685	254	233	220	68	0	125	244
PD44910a_vs_PD44910b__pv	2616	3755	388	1803	1640	947	672	1971	2557	409	649	879	472	615	494	872	391	390	300	676
PD44912a_vs_PD44912b__pv	11521	21692	1344	1041	1122	1340	1951	2313	1653	508	911	782	0	1691	2422	821	1526	2323	600	407
PD44913a_vs_PD44913b__pv	1030	516	1123	832	956	1967	659	1093	547	141	476	846	889	297	726	199	619	581	499	358
PD44914a_vs_PD44914b__pv	1859	1012	1976	134	907	2372	1022	852	999	389	303	1246	1488	740	1920	566	1599	136	711	504
PD44915a_vs_PD44915b__pv	2842	1858	343	807	580	825	687	1720	1021	322	196	575	564	344	440	215	508	431	292	535
PD44916a_vs_PD44916b__pv	626	582	437	70	1111	469	666	595	933	227	0	573	983	352	1224	684	561	0	493	273
PD44917a_vs_PD44917b__pv	62	0	170	24	320	507	349	207	0	60	189	162	540	68	36	184	312	0	175	145
PD44918a_vs_PD44918b__pv	3075	2651	453	1420	1146	254	1095	1222	1291	471	110	437	350	236	278	763	545	7	225	285
PD44919a_vs_PD44919b__pv	1297	4937	651	2150	1308	563	1040	928	657	0	256	512	286	740	0	471	299	589	276	312
PD44920a_vs_PD44920b__pv	4669	5706	484	3194	786	785	490	574	256	339	271	367	853	949	409	423	331	1503	426	267
PD44921a_vs_PD44921b__pv	1034	754	217	486	474	494	207	157	166	246	12	199	524	157	322	91	196	433	131	77
PD44922a_vs_PD44922b__pv	17267	18574	912	16149	263	2839	2767	1690	1169	0	1729	980	1993	825	1166	2214	1333	545	87	398
PD44923a_vs_PD44923b__pv	1324	2007	2150	754	1909	4262	3740	1776	1711	1246	1015	1280	3494	309	182	1421	1398	1420	1536	1179
PD44924a_vs_PD44924b__pv	664	489	719	278	2605	1071	859	1253	1306	122	248	834	615	254	417	403	596	84	388	200
PD44925a_vs_PD44925b__pv	2077	2235	49	1171	822	2416	1680	3237	1490	1109	1191	475	1756	644	753	969	596	1130	400	1111
PD44926a_vs_PD44926b__pv	656	821	836	131	1946	578	712	1396	1596	342	248	648	613	64	269	493	204	110	184	458
PD44927a_vs_PD44927b__pv	4094	6017	477	2580	1414	840	595	995	1729	468	543	556	0	278	437	554	492	692	123	409
PD44928a_vs_PD44928b__pv	1372	3216	559	886	1935	882	808	2555	2574	762	299	477	452	1048	277	502	56	477	375	392
PD44929a_vs_PD44929b__pv	3386	4761	405	2801	1521	1260	878	918	1262	314	636	617	800	815	459	590	550	0	285	177
PD44930a_vs_PD44930b__pv	8726	2816	0	1495	999	2234	903	1463	1688	662	27	1122	1727	2037	3743	666	3468	0	1099	401
PD44931a_vs_PD44931b__pv	10576	5466	0	6811	6499	344	0	782	171	19782	16435	21761	0	5262	121	151	181	2318	591	864
PD44932a_vs_PD44932b__pv	2227	7124	348	1982	982	1050	594	1194	479	643	236	216	1120	691	0	309	153	1365	398	482
PD44933a_vs_PD44933b__pv	0	30	690	75	793	694	605	130	0	205	198	333	202	218	201	1690	2550	189	189	226
PD44934a_vs_PD44934b__pv	10331	32592	1412	9502	810	1927	663	1599	0	0	2182	1155	0	350	0	725	967	5301	0	397
PD44935a_vs_PD44935b__pv	929	1049	813	619	520	2049	682	1852	1835	620	483	890	1402	465	318	569	312	4	379	362
PD44936a_vs_PD44936b__pv	907	688	484	385	836	340	363	357	634	168	0	577	477	365	422	213	272	0	118	109
PD44937a_vs_PD44937b__pv	3894	2592	1260	1492	1566	1661	1313	1247	1651	0	1190	1270	1964	28	1600	1805	1162	0	643	724
PD44938a_vs_PD44938b__pv	2856	3173	361	2144	572	617	1805	683	1557	1388	0	230	417	1097	429	408	9	1861	2671	251
PD44939a_vs_PD44939b__pv	877	1138	657	673	1694	1263	1020	1748	1612	357	706	769	899	288	427	773	642	0	385	347
PD44941a_vs_PD44941b__pv	582	873	622	370	1271	2387	1032	1792	151	539	109	801	1362	535	460	318	436	156	325	366
PD44942a_vs_PD44942b__pv	2524	3627	621	1457	1753	711	861	1285	1202	612	162	525	827	50	235	434	219	0	328	386
PD44943a_vs_PD44943b__pv	277	143	433	223	832	931	170	997	876	336	489	400	737	228	292	257	58	0	420	273
PD44944a_vs_PD44944b__pv	1711	3029	753	1238	1053	880	696	1190	2087	1115	0	426	812	540	372	367	235	865	657	506
PD44945a_vs_PD44945b__pv	12912	12230	1066	5749	597	1652	639	2144	1373	140	431	1284	0	321	1317	0	1762	0	170	610
PD44946a_vs_PD44946b__pv	2235	2083	872	695	1573	1229	531	1306	1468	475	252	325	497	17	720	182	748	556	411	183
PD44947a_vs_PD44947b__pv	254	350	287	307	318	339	103	442	370	189	0	140	231	42	199	179	152	0	135	107
PD44948a_vs_PD44948b__pv	6899	4761	373	1959	940	1011	726	812	653	487	184	764	1854	828	497	2502	1814	169	688	145
PD44949a_vs_PD44949b__pv	1715	2112	491	1018	1435	235	768	977	164	514	84	583	749	244	786	2452	286	0	172	350
PD44950a_vs_PD44950b__pv	329	590	163	254	408	336	272	805	706	64	128	331	0	95	190	87	270	0	204	223
PD46225a_vs_PD46225b__pv	2504	1966	411	393	1847	1348	1055	2899	1602	701	258	897	858	657	705	1172	971	360	208	749
PD46226a_vs_PD46226b__pv	192	1791	554	252	2822	1667	898	1065	2357	1017	18	1174	864	54	1342	1083	760	347	438	858
PD46227a_vs_PD46227b__pv	15449	3721	1871	1098	708	2679	0	354	835	1378	579	892	1011	1650	10855	54	2016	2947	1290	523
PD46228a_vs_PD46228b__pv	4305	7054	554	974	1350	451	540	2760	1084	0	0	824	0	652	233	455	295	1345	231	731
PD46229a_vs_PD46229b__pv	9875	7911	367	2260	1284	1905	618	1477	1240	948	241	871	1716	936	645	862	668	2455	573	609
PD46230a_vs_PD46230b__pv	1341	1830	983	1079	994	988	33	1797	1814	917	89	528	0	737	452	2377	3922	401	484	796
PD46231a_vs_PD46231b__pv	101	77	249	38	524	636	193	577	523	313	0	208	806	419	34	807	423	0	220	147
PD46232a_vs_PD46232b__pv	1533	1832	385	806	912	896	1369	1023	1164	348	143	392	1322	372	248	449	293	0	50	569
PD46233a_vs_PD46233b__pv	5124	1339	2000	3274	1464	5183	505	908	669	904	712	1249	1237	643	2114	369	2023	917	440	616
PD46234a_vs_PD46234b__pv	74	20	612	142	466	680	714	709	826	196	555	569	922	289	339	395	256	0	158	343
PD46235a_vs_PD46235b__pv	2258	3591	527	523	2941	734	879	1700	1642	378	220	823	1156	1165	600	1141	448	0	420	501
PD46236a_vs_PD46236b__pv	1118	1449	660	614	1990	1028	951	2699	1533	363	0	1144	991	731	463	304	395	277	360	408
PD46237a_vs_PD46237b__pv	3046	11934	1413	3073	1844	3498	1072	1374	1200	1201	1123	642	1905	614	1493	664	696	1454	576	672
PD46238a_vs_PD46238b__pv	589	967	1201	554	0	3646	262	605	104	784	363	313	2119	694	756	408	522	935	756	590
PD46239a_vs_PD46239b__pv	1995	1965	545	939	1284	802	621	798	773	112	564	673	763	430	257	426	362	125	180	458
PD46240a_vs_PD46240b__pv	528	596	678	97	815	1005	810	447	825	303	398	682	764	92	448	268	79	0	269	228
PD46241a_vs_PD46241b__pv	6912	12131	1044	4285	3006	2440	785	2458	1310	669	781	928	1690	1061	1215	561	874	1392	776	941
PD46242a_vs_PD46242b__pv	56951	8426	1139	4967	920	2442	2323	1149	294	0	1899	2832	0	591	3256	1549	2938	3760	0	1249
PD46243a_vs_PD46243b__pv	830	480	588	639	1663	1708	1172	740	1554	1086	267	954	2068	406	27	1875	652	2	774	321
PD46244a_vs_PD46244b__pv	86	155	484	102	2012	341	1544	1713	474	11	364	920	412	4	169	397	47	0	107	424
PD46245a_vs_PD46245b__pv	13	0	425	361	808	1819	305	2334	443	937	198	352	2264	454	2767	278	1868	0	533	474
PD46246a_vs_PD46246b__pv	4445	1525	1167	2202	1884	3454	1022	867	1701	1038	559	1307	2159	1077	2536	974	1392	29	1393	626
PD46247a_vs_PD46247b__pv	3397	1371	1385	1541	3679	1393	1750	1220	1487	528	307	1397	962	160	630	910	693	0	458	564
PD46248a_vs_PD46248b__pv	9604	13495	848	7678	1199	493	1451	1036	508	0	1185	1159	257	841	368	812	264	763	303	298
PD46249a_vs_PD46249b__pv	6781	9012	839	5572	2029	1024	1388	2606	1903	579	310	1167	286	1038	342	496	121	1237	293	720
PD46250a_vs_PD46250b__pv	53	60	868	128	365	1146	526	539	0	153	422	368	1110	676	216	691	2860	126	421	105
PD46251a_vs_PD46251b__pv	515	0	0	404	7185	429	163	1065	0	12783	13075	4160	0	2561	103	66	95	0	720	163
PD46252a_vs_PD46252b__pv	2244	671	0	0	675	0	0	12731	0	1624	1524	0	196	0	0	116	336	0	937	13048
PD46253a_vs_PD46253b__pv	6640	4533	331	954	2317	554	3490	1213	1266	119	674	1313	1475	1053	1155	1283	570	555	253	753
PD46254a_vs_PD46254b__pv	3979	4280	599	2088	1389	344	2165	1461	959	226	578	631	646	224	508	524	360	308	121	426
PD46255a_vs_PD46255b__pv	531	302	545	1280	2105	690	958	1882	445	502	294	391	1020	250	308	937	353	0	493	92
PD46256a_vs_PD46256b__pv	3187	966	557	181	1775	340	776	820	849	279	231	882	603	636	1014	405	128	478	387	105
PD46257a_vs_PD46257b__pv	20	118	616	11	2328	221	554	1558	1420	609	109	420	154	196	240	395	301	315	186	296
PD46258a_vs_PD46258b__pv	2648	3212	369	1339	872	1641	1321	1399	1237	494	830	344	841	426	737	557	688	107	428	419
PD46259a_vs_PD46259b__pv	1843	1514	670	1081	544	1906	1437	588	1263	463	309	442	1112	635	352	804	830	1277	373	279
PD46260a_vs_PD46260b__pv	293	109	275	0	664	561	220	1132	1047	333	301	557	649	675	607	1934	1551	111	173	0
PD46261a_vs_PD46261b__pv	335	271	606	312	732	766	311	523	618	0	405	685	580	77	163	376	231	0	192	330
PD46262a_vs_PD46262b__pv	627	553	47	82	661	586	374	345	536	202	174	197	514	136	263	359	487	0	297	66
PD46263a_vs_PD46263b__pv	1897	4206	438	1741	571	468	1109	2585	282	163	318	598	288	112	177	225	52	181	196	269
PD46264a_vs_PD46264b__pv	2119	2445	619	1101	386	1954	911	1146	355	756	12	380	695	325	239	613	631	799	400	530
PD46265a_vs_PD46265b__pv	4831	4918	629	2100	1466	1097	1024	1202	1940	486	434	668	652	577	313	868	436	0	465	410
PD46267a_vs_PD46267b__pv	0	0	35	13	38	110	0	0	85	4	44	6	63	49	35	19	35	63	0	3
PD46268a_vs_PD46268b__pv	220	1392	36	483	1215	880	392	1108	1134	408	906	249	919	407	656	648	314	131	450	315
SLX-16751	1260	1540	346	516	728	271	247	605	655	159	82	331	254	0	298	182	137	0	121	79
SLX-16752	8402	4073	764	4279	710	384	443	704	718	66	365	335	303	27	380	167	226	939	47	0
SLX-18929	120326	111499	44470	57627	42382	45105	38029	59110	40408	16728	23922	26751	28528	17654	22337	26283	23179	20295	21038	18109
SLX-18949	12948	12490	888	7570	1538	1032	1129	1547	1524	389	989	900	601	296	614	527	411	0	549	482
SLX-18950	169	482	577	102	334	177	143	307	283	124	104	88	31	83	159	78	69	142	160	12
SM-4AX82_vs_SM-4AWN8__pv	1402	1855	1065	663	1658	1471	714	2537	1400	743	317	258	1176	364	539	254	341	333	409	601
SM-4AX83_vs_SM-4AWN9__pv	549	1098	277	609	309	734	543	582	265	35	438	155	378	353	90	126	546	0	91	119
SM-4AX84_vs_SM-4AWNA__pv	5920	6719	686	3644	1248	1074	587	2150	1664	404	766	607	181	0	161	447	289	639	196	668
SM-4AX85_vs_SM-4AWNB__pv	256	136	2057	450	1548	1392	951	1741	1352	847	843	461	625	0	266	744	552	433	257	469
SM-4AX86_vs_SM-4AWNC__pv	3690	3619	929	1355	866	842	1585	1461	968	392	688	254	696	0	580	578	1173	0	167	305
SM-4AX87_vs_SM-4AWND__pv	147	7	304	65	484	330	391	1130	373	108	0	208	219	322	162	155	39	56	127	343
SM-4B295_vs_SM-4AWNE__pv	4929	6041	1098	1763	1064	2532	1678	1175	1026	471	799	491	1562	453	1159	736	811	1591	106	475
SM-4B296_vs_SM-4AWNF__pv	5985	5536	2894	3102	496	6184	636	819	120	1027	1446	1056	2541	531	1374	3028	4191	4390	1200	972
SM-4JPP6_vs_SM-4JPUS__pv	911	1178	526	291	960	1415	850	3554	758	861	658	661	2529	487	2009	725	286	469	761	505
SM-4JPP7_vs_SM-4JPUT__pv	883	659	376	564	942	838	403	279	923	93	431	422	871	526	334	485	635	712	156	360
SM-4JPP9_vs_SM-4JPUT__pv	932	785	336	634	905	790	388	289	882	62	440	401	860	505	355	471	594	502	194	314
SM-4JPPA_vs_LP6005333-DNA_B01__pv	1473	2048	263	689	3092	945	4428	3628	3073	995	257	927	1568	1496	454	1362	326	1224	440	1034
SM-4JPPB_vs_LP6005333-DNA_B01__pv	1443	1669	489	631	3075	839	4412	3654	2948	951	267	1020	1292	1204	503	1392	316	1217	485	1065
SM-4JPPC_vs_LP6005333-DNA_B01__pv	1442	2198	353	752	3126	941	4439	3637	2960	928	314	1000	1401	1435	457	1383	336	1154	432	1104
SM-4JPUV_vs_SM-4JPUS__pv	187	24	173	99	469	525	274	520	299	163	71	280	671	439	334	218	97	0	178	92
