Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T
PD44829a_vs_PD44829b__pv	1.82E+01	2.43E+01	1.35E+01	1.30E+01	1.30E+01	1.64E+01	1.38E+01	3.15E+01	2.31E+01	1.62E+01	1.81E+01	1.46E+01	2.37E+01	1.78E+01	1.01E+01	9.70E+00	6.10E+00	3.19E+01	9.06E+00	4.05E+01
PD44830a_vs_PD44830b__pv	2.05E+01	2.58E+01	6.34E+00	8.95E+00	1.00E+01	7.37E+00	9.20E+00	2.61E+01	1.53E+01	9.99E+00	9.00E+00	8.93E+00	1.15E+01	1.38E+01	6.16E+00	6.14E+00	2.99E+00	2.78E+01	4.58E+00	3.16E+01
PD44831a_vs_PD44831b__pv	7.52E+01	1.10E+02	1.32E+01	1.04E+02	8.23E+00	7.68E+00	1.32E+01	4.26E+00	1.94E+01	1.27E+01	4.33E+01	1.29E+01	1.39E+01	4.02E+01	8.42E+00	1.20E+01	5.06E+00	1.31E+02	5.09E+00	2.11E+01
PD44832a_vs_PD44832b__pv	3.68E+01	4.60E+01	2.39E+00	1.80E+01	1.24E+02	1.29E+01	9.18E+01	2.24E+01	7.73E+01	2.61E+02	3.72E+02	1.53E+02	3.88E+01	2.37E+02	1.63E+01	2.24E+01	3.21E+00	6.73E+01	1.54E+01	4.36E+01
PD44833a_vs_PD44833b__pv	5.75E+01	7.48E+01	8.39E+00	6.46E+01	4.91E+00	1.26E+01	6.82E+00	1.04E+01	1.59E+01	7.80E+00	1.42E+01	7.42E+00	1.47E+01	1.94E+01	5.13E+00	4.76E+00	4.29E+00	9.76E+01	6.45E+00	1.65E+01
PD44834a_vs_PD44834b__pv	9.65E+00	1.09E+01	7.61E+00	9.19E+00	5.13E+00	8.02E+00	6.44E+00	4.20E+00	1.01E+01	7.84E+00	6.55E+00	6.89E+00	1.07E+01	9.23E+00	4.86E+00	4.77E+00	4.36E+00	1.30E+01	4.77E+00	5.80E+00
PD44835a_vs_PD44835b__pv	1.15E+01	1.46E+01	5.68E+00	6.43E+00	5.39E+00	6.03E+00	5.88E+00	1.84E+01	1.04E+01	6.50E+00	6.99E+00	5.54E+00	7.91E+00	8.55E+00	4.55E+00	4.69E+00	4.21E+00	1.34E+01	3.30E+00	1.87E+01
PD44836a_vs_PD44836b__pv	1.41E+01	1.60E+01	9.96E+00	9.28E+00	1.26E+01	1.20E+01	1.42E+01	8.77E+00	2.41E+01	1.35E+01	1.37E+01	1.21E+01	2.32E+01	2.20E+01	9.41E+00	1.00E+01	4.52E+00	2.42E+01	7.18E+00	1.65E+01
PD44837a_vs_PD44837b__pv	5.61E+00	6.07E+00	3.28E+00	3.28E+00	2.87E+00	2.90E+00	4.57E+00	3.87E+00	5.79E+00	6.08E+00	3.97E+00	3.98E+00	4.10E+00	4.38E+00	2.01E+00	3.07E+00	1.21E+00	6.48E+00	2.39E+00	4.61E+00
PD44838a_vs_PD44838b__pv	9.50E+00	1.22E+01	1.38E+01	8.10E+00	1.73E+01	2.70E+01	2.30E+01	1.34E+01	3.76E+01	2.96E+01	1.42E+01	1.07E+01	3.94E+01	4.33E+01	6.91E+00	1.20E+01	6.35E+00	3.79E+01	1.18E+01	1.68E+01
PD44839a_vs_PD44839b__pv	8.41E+00	7.89E+00	6.98E+00	5.04E+00	7.52E+00	6.90E+00	5.50E+00	5.19E+00	1.31E+01	9.08E+00	7.53E+00	9.85E+00	1.29E+01	1.18E+01	5.05E+00	8.17E+00	6.66E+00	1.59E+01	4.24E+00	7.09E+00
PD44840a_vs_PD44840b__pv	1.87E+01	2.37E+01	7.60E+00	1.30E+01	6.71E+00	6.37E+00	7.76E+00	5.35E+00	1.01E+01	1.17E+01	6.55E+00	8.37E+00	8.27E+00	1.26E+01	5.02E+00	4.53E+00	2.47E+00	2.82E+01	4.07E+00	7.71E+00
PD44841a_vs_PD44841b__pv	3.65E+01	4.99E+01	5.79E+01	3.28E+01	9.95E+01	1.31E+01	3.00E+01	1.43E+01	8.07E+01	3.16E+02	3.09E+02	1.40E+02	4.87E+01	2.42E+02	1.53E+01	9.50E+00	4.24E+00	8.13E+01	1.34E+01	1.82E+01
PD44842a_vs_PD44842b__pv	6.15E+00	4.33E+00	6.10E+00	5.33E+00	5.47E+00	4.89E+00	5.09E+00	7.15E+00	1.33E+01	4.83E+00	6.52E+00	6.63E+00	1.09E+01	7.62E+00	3.08E+00	3.56E+00	2.42E+00	1.11E+01	3.16E+00	8.33E+00
PD44843a_vs_PD44843b__pv	4.51E+01	3.85E+01	1.07E+01	3.27E+01	8.18E+00	1.34E+01	9.21E+00	1.51E+01	2.35E+01	1.07E+01	1.22E+01	1.08E+01	1.98E+01	1.46E+01	8.13E+00	6.67E+00	5.27E+00	6.30E+01	7.92E+00	1.89E+01
PD44844a_vs_PD44844b__pv	3.50E+00	3.80E+00	5.82E+00	1.02E+00	5.56E+00	5.69E+00	5.50E+00	1.02E+01	1.26E+01	5.25E+00	6.68E+00	6.80E+00	1.11E+01	8.90E+00	3.57E+00	3.60E+00	2.44E+00	1.03E+01	3.59E+00	1.11E+01
PD44845a_vs_PD44845b__pv	1.17E+01	1.68E+01	7.62E+00	9.28E+00	6.60E+00	7.24E+00	1.27E+01	1.34E+01	1.22E+01	1.88E+01	1.31E+01	7.16E+00	7.47E+00	8.96E+00	3.96E+00	9.88E+00	2.76E+00	1.51E+01	4.53E+00	1.46E+01
PD44846a_vs_PD44846b__pv	1.99E+01	4.13E+01	6.00E+00	3.01E+01	5.02E+00	5.20E+00	7.46E+00	7.35E+00	9.79E+00	7.13E+00	8.68E+00	4.49E+00	7.69E+00	1.07E+01	4.24E+00	4.32E+00	1.60E+00	3.74E+01	4.17E+00	9.03E+00
PD44847a_vs_PD44847b__pv	1.36E+01	1.55E+01	6.39E+00	7.57E+00	6.88E+00	5.22E+00	6.44E+00	4.86E+00	1.26E+01	8.89E+00	8.71E+00	7.79E+00	1.17E+01	9.19E+00	4.70E+00	4.02E+00	2.45E+00	1.89E+01	4.21E+00	6.63E+00
PD44848a_vs_PD44848b__pv	5.90E+01	5.74E+01	1.58E+01	3.55E+01	1.68E+01	1.53E+01	1.50E+01	9.15E+00	2.64E+01	1.58E+01	2.31E+01	2.04E+01	2.09E+01	2.83E+01	1.12E+01	1.08E+01	9.46E+00	7.03E+01	9.07E+00	1.73E+01
PD44849a_vs_PD44849b__pv	5.00E+00	5.55E+00	8.70E+00	4.89E+00	7.71E+00	1.04E+01	1.31E+01	1.80E+01	1.51E+01	1.28E+01	1.15E+01	8.76E+00	1.46E+01	1.62E+01	3.93E+00	8.96E+00	3.78E+00	1.20E+01	5.77E+00	1.86E+01
PD44850a_vs_PD44850b__pv	3.25E+01	2.63E+01	8.99E+00	2.76E+01	8.77E+00	6.96E+00	8.61E+00	5.69E+00	1.48E+01	8.56E+00	1.50E+01	1.11E+01	1.15E+01	1.23E+01	5.85E+00	5.04E+00	3.74E+00	4.17E+01	4.85E+00	9.02E+00
PD44851a_vs_PD44851b__pv	1.23E+01	1.60E+01	6.10E+00	9.54E+00	8.50E+00	5.95E+00	7.48E+00	5.80E+00	1.56E+01	8.18E+00	8.38E+00	7.90E+00	1.40E+01	1.40E+01	5.12E+00	6.30E+00	5.22E+00	2.20E+01	5.00E+00	9.58E+00
PD44852a_vs_PD44852b__pv	1.90E+01	1.64E+01	1.26E+01	1.25E+01	8.09E+00	1.34E+01	9.65E+00	8.32E+00	1.51E+01	1.12E+01	9.81E+00	1.01E+01	1.78E+01	1.65E+01	7.89E+00	5.80E+00	6.33E+00	2.20E+01	8.57E+00	1.05E+01
PD44853a_vs_PD44853b__pv	1.16E+01	1.44E+01	5.70E+00	8.37E+00	8.05E+00	4.81E+00	7.71E+00	1.35E+01	1.43E+01	1.01E+01	6.74E+00	8.41E+00	9.45E+00	1.36E+01	3.59E+00	4.33E+00	2.09E+00	1.88E+01	3.73E+00	1.52E+01
PD44854a_vs_PD44854b__pv	1.12E+01	1.50E+01	7.31E+00	1.24E+01	8.28E+00	8.38E+00	8.02E+00	7.71E+00	1.87E+01	8.27E+00	1.00E+01	9.45E+00	1.84E+01	1.33E+01	6.20E+00	5.54E+00	3.40E+00	2.47E+01	4.53E+00	9.50E+00
PD44855a_vs_PD44855b__pv	2.33E+01	2.88E+01	7.32E+00	1.20E+01	6.03E+00	6.46E+00	6.42E+00	1.12E+01	1.38E+01	7.90E+00	7.70E+00	7.22E+00	1.08E+01	1.11E+01	5.52E+00	4.48E+00	2.59E+00	3.12E+01	4.69E+00	1.32E+01
PD44856a_vs_PD44856b__pv	4.91E+01	7.27E+01	8.85E+00	4.22E+01	7.76E+00	8.72E+00	1.34E+01	8.08E+00	1.53E+01	2.14E+01	1.80E+01	9.62E+00	1.09E+01	1.86E+01	5.32E+00	1.02E+01	2.50E+00	8.34E+01	5.79E+00	9.86E+00
PD44857a_vs_PD44857b__pv	6.67E+01	8.07E+01	9.53E+00	4.51E+01	7.37E+00	7.49E+00	6.61E+00	5.74E+00	1.03E+01	7.01E+00	1.34E+01	1.05E+01	1.00E+01	1.78E+01	5.69E+00	3.76E+00	4.06E+00	1.03E+02	5.08E+00	1.05E+01
PD44859a_vs_PD44859b__pv	4.06E+01	2.56E+01	2.37E+01	3.53E+01	2.88E+01	1.32E+01	2.58E+01	7.32E+00	3.57E+01	2.08E+02	1.70E+02	5.75E+01	1.00E+01	1.16E+02	8.98E+00	8.74E+00	5.37E+00	7.23E+01	1.03E+01	2.73E+01
PD44861a_vs_PD44861b__pv	1.40E+01	1.76E+01	9.51E+00	1.72E+01	6.30E+00	9.73E+00	1.19E+01	1.02E+01	1.77E+01	1.38E+01	9.32E+00	7.92E+00	1.10E+01	1.20E+01	5.51E+00	8.85E+00	3.50E+00	1.87E+01	5.32E+00	1.14E+01
PD44862a_vs_PD44862b__pv	1.63E+01	8.58E+00	9.41E+00	1.23E+01	6.24E+00	9.13E+00	1.02E+01	1.65E+00	1.28E+01	8.20E+00	1.03E+01	7.93E+00	9.05E+00	8.78E+00	7.96E+00	1.10E+01	1.09E+01	2.05E+01	5.57E+00	8.29E+00
PD44863a_vs_PD44863b__pv	3.36E+01	3.75E+01	6.99E+00	1.29E+01	6.35E+00	5.60E+00	6.96E+00	1.86E+01	9.58E+00	7.71E+00	7.01E+00	7.34E+00	8.79E+00	9.98E+00	4.12E+00	6.54E+00	5.21E+00	4.42E+01	3.64E+00	2.06E+01
PD44864a_vs_PD44864b__pv	3.44E+01	4.28E+01	8.03E+00	2.27E+01	5.84E+00	7.95E+00	9.51E+00	9.60E+00	1.59E+01	1.43E+01	1.21E+01	8.25E+00	1.24E+01	1.23E+01	5.52E+00	7.37E+00	3.41E+00	5.34E+01	4.82E+00	1.04E+01
PD44904a_vs_PD44904b__pv	3.93E+01	6.02E+01	1.51E+01	4.91E+01	6.11E+00	2.30E+01	1.25E+01	1.35E+01	2.62E+01	1.45E+01	1.46E+01	9.59E+00	3.25E+01	2.24E+01	1.01E+01	1.04E+01	9.70E+00	6.84E+01	1.29E+01	1.77E+01
PD44905a_vs_PD44905b__pv	9.55E+00	8.21E+00	1.15E+01	9.56E+00	5.34E+00	1.14E+01	9.59E+00	6.52E+00	1.32E+01	1.19E+01	9.63E+00	7.73E+00	1.50E+01	1.23E+01	6.73E+00	7.43E+00	5.93E+00	1.75E+01	6.45E+00	9.37E+00
PD44906a_vs_PD44906b__pv	1.61E+01	1.49E+01	6.67E+00	1.53E+01	3.82E+00	9.79E+00	6.09E+00	5.71E+00	1.28E+01	6.13E+00	6.91E+00	5.05E+00	1.27E+01	9.54E+00	4.65E+00	4.89E+00	3.41E+00	1.88E+01	5.19E+00	7.16E+00
PD44908a_vs_PD44908b__pv	4.00E+01	4.28E+01	8.02E+00	1.87E+01	7.28E+00	6.52E+00	7.62E+00	4.63E+00	1.17E+01	1.39E+01	7.64E+00	8.69E+00	1.03E+01	1.55E+01	5.01E+00	5.39E+00	2.53E+00	5.21E+01	5.33E+00	8.04E+00
PD44909a_vs_PD44909b__pv	2.80E+00	3.36E+00	5.47E+00	2.79E+00	5.44E+00	4.19E+00	5.17E+00	9.32E+00	1.17E+01	6.22E+00	6.94E+00	6.21E+00	7.90E+00	7.24E+00	3.02E+00	3.11E+00	1.37E+00	7.55E+00	3.25E+00	1.10E+01
PD44910a_vs_PD44910b__pv	1.67E+01	2.60E+01	6.89E+00	1.81E+01	1.03E+01	7.17E+00	8.64E+00	1.22E+01	2.10E+01	8.32E+00	1.01E+01	1.01E+01	1.67E+01	1.70E+01	5.80E+00	5.55E+00	3.20E+00	3.09E+01	5.23E+00	1.47E+01
PD44912a_vs_PD44912b__pv	1.39E+02	1.63E+02	1.43E+01	5.09E+01	8.99E+00	1.20E+01	1.11E+01	1.05E+01	2.96E+01	1.19E+01	2.02E+01	1.32E+01	1.42E+01	2.94E+01	1.17E+01	8.26E+00	5.97E+00	1.70E+02	7.95E+00	1.67E+01
PD44913a_vs_PD44913b__pv	7.53E+00	6.78E+00	8.13E+00	7.06E+00	5.88E+00	8.29E+00	6.49E+00	7.22E+00	1.03E+01	6.10E+00	7.92E+00	7.27E+00	1.03E+01	8.55E+00	6.00E+00	3.76E+00	3.93E+00	1.03E+01	5.10E+00	9.22E+00
PD44914a_vs_PD44914b__pv	1.39E+01	1.36E+01	1.20E+01	5.71E+00	8.83E+00	1.10E+01	8.59E+00	7.59E+00	1.60E+01	1.48E+01	1.52E+01	1.29E+01	1.65E+01	1.18E+01	8.54E+00	6.11E+00	6.05E+00	2.14E+01	6.84E+00	9.45E+00
PD44915a_vs_PD44915b__pv	1.68E+01	1.60E+01	5.43E+00	1.03E+01	4.78E+00	5.56E+00	5.51E+00	1.15E+01	9.17E+00	6.45E+00	5.40E+00	5.55E+00	7.97E+00	7.83E+00	3.65E+00	3.50E+00	2.75E+00	2.15E+01	4.07E+00	1.21E+01
PD44916a_vs_PD44916b__pv	7.50E+00	7.66E+00	6.22E+00	3.13E+00	6.15E+00	5.74E+00	6.45E+00	4.98E+00	1.53E+01	9.11E+00	7.77E+00	8.53E+00	1.46E+01	9.79E+00	6.09E+00	4.45E+00	2.92E+00	1.73E+01	4.30E+00	5.66E+00
PD44917a_vs_PD44917b__pv	1.11E+00	1.32E+00	3.27E+00	1.20E+00	1.85E+00	4.12E+00	2.91E+00	3.27E+00	5.28E+00	2.97E+00	3.42E+00	2.73E+00	4.94E+00	3.71E+00	1.52E+00	2.28E+00	1.94E+00	4.96E+00	2.46E+00	3.49E+00
PD44918a_vs_PD44918b__pv	1.65E+01	2.11E+01	5.70E+00	1.62E+01	5.55E+00	5.28E+00	8.35E+00	7.93E+00	1.21E+01	9.53E+00	7.53E+00	6.35E+00	1.13E+01	1.04E+01	4.02E+00	5.78E+00	3.25E+00	2.79E+01	3.83E+00	9.46E+00
PD44919a_vs_PD44919b__pv	1.68E+01	3.14E+01	6.49E+00	2.31E+01	5.03E+00	4.93E+00	6.64E+00	6.16E+00	9.66E+00	7.47E+00	1.26E+01	6.34E+00	7.13E+00	1.08E+01	1.87E+00	4.70E+00	2.34E+00	2.72E+01	3.57E+00	6.77E+00
PD44920a_vs_PD44920b__pv	2.88E+01	3.95E+01	6.74E+00	3.03E+01	4.23E+00	6.01E+00	4.62E+00	4.64E+00	8.88E+00	7.58E+00	9.74E+00	5.74E+00	1.00E+01	1.05E+01	4.70E+00	3.72E+00	2.53E+00	4.94E+01	4.59E+00	7.70E+00
PD44921a_vs_PD44921b__pv	7.99E+00	6.70E+00	4.22E+00	5.98E+00	2.30E+00	3.75E+00	2.79E+00	2.36E+00	4.68E+00	4.15E+00	3.47E+00	3.66E+00	5.69E+00	4.97E+00	3.05E+00	1.99E+00	1.69E+00	1.01E+01	2.68E+00	3.10E+00
PD44922a_vs_PD44922b__pv	1.09E+02	1.55E+02	1.33E+01	1.49E+02	8.77E+00	1.53E+01	1.36E+01	1.37E+01	2.22E+01	1.75E+01	3.57E+01	1.06E+01	1.62E+01	4.72E+01	9.50E+00	1.12E+01	6.96E+00	1.81E+02	8.11E+00	3.21E+01
PD44923a_vs_PD44923b__pv	1.30E+01	1.60E+01	1.61E+01	9.49E+00	1.23E+01	2.30E+01	2.05E+01	1.76E+01	3.29E+01	2.91E+01	2.15E+01	1.37E+01	2.91E+01	2.48E+01	8.02E+00	1.56E+01	7.83E+00	2.41E+01	1.12E+01	1.75E+01
PD44924a_vs_PD44924b__pv	4.78E+00	5.96E+00	7.13E+00	4.24E+00	8.22E+00	6.82E+00	7.63E+00	6.99E+00	1.48E+01	8.93E+00	9.50E+00	9.42E+00	1.31E+01	1.08E+01	4.08E+00	4.79E+00	3.07E+00	1.22E+01	4.17E+00	8.37E+00
PD44925a_vs_PD44925b__pv	1.37E+01	1.82E+01	1.14E+01	1.10E+01	7.50E+00	1.16E+01	1.11E+01	2.20E+01	1.76E+01	1.30E+01	1.42E+01	9.51E+00	1.50E+01	1.54E+01	6.39E+00	8.00E+00	4.17E+00	2.06E+01	6.74E+00	2.33E+01
PD44926a_vs_PD44926b__pv	6.53E+00	7.49E+00	6.95E+00	3.97E+00	7.72E+00	5.65E+00	7.25E+00	8.79E+00	1.60E+01	6.77E+00	9.06E+00	8.69E+00	1.42E+01	1.19E+01	4.05E+00	4.19E+00	2.07E+00	1.28E+01	3.59E+00	9.39E+00
PD44927a_vs_PD44927b__pv	2.45E+01	4.02E+01	6.57E+00	2.82E+01	6.95E+00	6.19E+00	6.55E+00	6.30E+00	1.54E+01	6.32E+00	9.39E+00	7.48E+00	9.51E+00	1.35E+01	4.95E+00	4.13E+00	2.84E+00	4.53E+01	3.96E+00	1.09E+01
PD44928a_vs_PD44928b__pv	1.58E+01	2.20E+01	7.82E+00	1.16E+01	1.15E+01	7.21E+00	1.03E+01	1.24E+01	2.00E+01	1.21E+01	9.66E+00	1.02E+01	1.50E+01	1.76E+01	5.26E+00	5.76E+00	1.98E+00	2.31E+01	5.02E+00	1.64E+01
PD44929a_vs_PD44929b__pv	2.17E+01	3.84E+01	6.97E+00	2.99E+01	6.35E+00	7.81E+00	6.79E+00	5.29E+00	1.37E+01	7.00E+00	9.97E+00	7.67E+00	1.29E+01	1.05E+01	4.86E+00	4.61E+00	3.03E+00	4.41E+01	4.67E+00	8.99E+00
PD44930a_vs_PD44930b__pv	4.70E+01	4.34E+01	2.94E+00	2.44E+01	1.06E+01	1.37E+01	7.91E+00	8.66E+00	2.02E+01	2.04E+01	1.78E+01	1.53E+01	1.97E+01	2.00E+01	1.51E+01	1.15E+01	1.04E+01	6.41E+01	8.67E+00	1.58E+01
PD44931a_vs_PD44931b__pv	7.04E+01	5.01E+01	7.27E+00	6.99E+01	1.26E+02	1.34E+01	3.24E+01	2.20E+01	6.75E+01	3.22E+02	3.28E+02	1.41E+02	2.46E+01	1.85E+02	1.01E+01	1.08E+01	3.45E+00	1.14E+02	1.55E+01	3.39E+01
PD44932a_vs_PD44932b__pv	3.13E+01	4.62E+01	6.70E+00	2.49E+01	4.72E+00	7.65E+00	5.75E+00	8.72E+00	9.80E+00	7.85E+00	8.46E+00	6.14E+00	1.00E+01	1.19E+01	3.09E+00	3.90E+00	2.52E+00	4.73E+01	4.98E+00	9.57E+00
PD44933a_vs_PD44933b__pv	1.29E+00	2.17E+00	5.81E+00	2.20E+00	4.16E+00	5.29E+00	6.03E+00	3.52E+00	4.02E+00	6.25E+00	6.34E+00	5.97E+00	4.51E+00	7.34E+00	3.50E+00	1.19E+01	1.10E+01	4.37E+00	3.19E+00	5.02E+00
PD44934a_vs_PD44934b__pv	1.26E+02	2.01E+02	1.50E+01	1.24E+02	9.69E+00	1.00E+01	1.23E+01	1.16E+01	1.95E+01	9.25E+00	4.11E+01	1.54E+01	1.70E+01	5.89E+01	9.27E+00	7.07E+00	5.43E+00	1.99E+02	7.74E+00	1.88E+01
PD44935a_vs_PD44935b__pv	6.29E+00	8.83E+00	8.29E+00	6.76E+00	8.16E+00	1.04E+01	8.48E+00	1.02E+01	1.73E+01	7.12E+00	9.09E+00	8.43E+00	1.76E+01	1.40E+01	4.64E+00	5.15E+00	3.54E+00	1.58E+01	5.23E+00	1.19E+01
PD44936a_vs_PD44936b__pv	5.59E+00	6.47E+00	4.67E+00	4.23E+00	5.23E+00	3.65E+00	4.04E+00	2.90E+00	8.45E+00	6.55E+00	4.90E+00	6.36E+00	7.29E+00	7.23E+00	3.44E+00	2.59E+00	1.79E+00	9.44E+00	2.69E+00	3.58E+00
PD44937a_vs_PD44937b__pv	2.16E+01	2.47E+01	1.44E+01	1.77E+01	1.09E+01	1.18E+01	1.06E+01	1.25E+01	3.32E+01	8.68E+00	1.94E+01	1.36E+01	2.57E+01	2.03E+01	8.99E+00	8.16E+00	5.69E+00	4.27E+01	6.39E+00	1.30E+01
PD44938a_vs_PD44938b__pv	1.95E+01	2.43E+01	1.07E+01	1.92E+01	8.65E+00	8.38E+00	1.40E+01	9.79E+00	2.47E+01	2.16E+01	1.27E+01	1.13E+01	1.45E+01	2.14E+01	6.28E+00	8.49E+00	1.10E+00	3.01E+01	1.15E+01	1.36E+01
PD44939a_vs_PD44939b__pv	6.84E+00	1.04E+01	7.83E+00	8.09E+00	7.85E+00	7.87E+00	8.21E+00	9.85E+00	1.77E+01	7.02E+00	9.71E+00	9.64E+00	1.63E+01	1.19E+01	4.59E+00	5.50E+00	3.11E+00	1.72E+01	4.58E+00	1.14E+01
PD44941a_vs_PD44941b__pv	5.89E+00	7.33E+00	8.62E+00	5.19E+00	5.60E+00	1.04E+01	7.42E+00	1.17E+01	1.00E+01	1.20E+01	6.72E+00	7.58E+00	1.35E+01	1.21E+01	5.13E+00	4.91E+00	4.11E+00	1.16E+01	6.02E+00	1.43E+01
PD44942a_vs_PD44942b__pv	1.68E+01	2.54E+01	7.44E+00	1.76E+01	6.38E+00	6.83E+00	6.91E+00	8.99E+00	1.65E+01	8.04E+00	9.44E+00	8.80E+00	1.34E+01	1.20E+01	4.30E+00	4.46E+00	2.09E+00	3.22E+01	4.44E+00	9.47E+00
PD44943a_vs_PD44943b__pv	3.66E+00	4.55E+00	6.11E+00	3.73E+00	5.09E+00	5.78E+00	4.40E+00	6.82E+00	1.29E+01	5.86E+00	7.11E+00	6.93E+00	1.27E+01	8.11E+00	3.45E+00	2.81E+00	1.82E+00	1.33E+01	4.02E+00	7.54E+00
PD44944a_vs_PD44944b__pv	1.53E+01	2.11E+01	7.83E+00	1.20E+01	9.45E+00	6.97E+00	1.09E+01	7.01E+00	1.65E+01	1.15E+01	1.05E+01	8.93E+00	1.20E+01	1.95E+01	4.47E+00	4.81E+00	2.36E+00	2.22E+01	4.94E+00	1.08E+01
PD44945a_vs_PD44945b__pv	6.52E+01	8.70E+01	1.01E+01	6.43E+01	7.86E+00	8.86E+00	6.79E+00	1.25E+01	1.51E+01	7.79E+00	1.83E+01	1.03E+01	9.14E+00	2.12E+01	8.65E+00	2.81E+00	4.95E+00	1.16E+02	5.08E+00	1.96E+01
PD44946a_vs_PD44946b__pv	1.40E+01	1.59E+01	6.84E+00	8.75E+00	5.62E+00	6.66E+00	6.11E+00	6.48E+00	1.14E+01	6.44E+00	8.58E+00	6.30E+00	1.04E+01	1.04E+01	4.45E+00	3.64E+00	3.66E+00	1.84E+01	4.56E+00	8.93E+00
PD44947a_vs_PD44947b__pv	2.82E+00	3.65E+00	3.17E+00	3.11E+00	2.40E+00	2.61E+00	2.80E+00	3.10E+00	4.44E+00	3.32E+00	2.34E+00	2.94E+00	3.85E+00	4.30E+00	2.14E+00	1.72E+00	1.36E+00	4.09E+00	2.11E+00	3.55E+00
PD44948a_vs_PD44948b__pv	3.95E+01	4.48E+01	7.57E+00	2.53E+01	6.65E+00	7.87E+00	8.23E+00	6.04E+00	1.15E+01	1.18E+01	9.07E+00	9.38E+00	1.27E+01	1.20E+01	5.29E+00	9.91E+00	9.62E+00	6.23E+01	6.10E+00	8.94E+00
PD44949a_vs_PD44949b__pv	1.29E+01	1.71E+01	6.69E+00	1.13E+01	5.90E+00	5.57E+00	9.57E+00	9.19E+00	1.08E+01	7.78E+00	6.30E+00	8.00E+00	8.53E+00	9.40E+00	4.73E+00	8.86E+00	5.84E+00	2.29E+01	4.20E+00	9.83E+00
PD44950a_vs_PD44950b__pv	3.92E+00	5.40E+00	3.56E+00	4.03E+00	3.08E+00	3.06E+00	3.43E+00	5.53E+00	5.95E+00	2.74E+00	3.97E+00	3.55E+00	3.96E+00	4.74E+00	2.50E+00	1.95E+00	1.77E+00	6.74E+00	2.59E+00	6.03E+00
PD46225a_vs_PD46225b__pv	1.68E+01	1.85E+01	7.25E+00	7.81E+00	8.66E+00	8.25E+00	8.35E+00	1.76E+01	1.44E+01	9.61E+00	8.29E+00	1.08E+01	1.26E+01	1.31E+01	5.62E+00	6.13E+00	4.49E+00	2.19E+01	4.67E+00	1.95E+01
PD46226a_vs_PD46226b__pv	1.06E+01	1.18E+01	7.30E+00	6.45E+00	1.19E+01	8.12E+00	9.80E+00	8.78E+00	1.96E+01	1.22E+01	1.44E+01	1.23E+01	1.63E+01	2.16E+01	8.18E+00	6.59E+00	3.99E+00	1.56E+01	5.43E+00	1.13E+01
PD46227a_vs_PD46227b__pv	8.72E+01	7.63E+01	1.76E+01	4.21E+01	1.18E+01	3.07E+01	5.10E+00	1.26E+01	3.55E+01	1.87E+01	1.71E+01	1.73E+01	3.21E+01	2.37E+01	3.27E+01	7.73E+00	1.63E+01	9.38E+01	1.37E+01	2.38E+01
PD46228a_vs_PD46228b__pv	4.30E+01	5.31E+01	7.30E+00	1.96E+01	7.67E+00	5.54E+00	6.24E+00	1.62E+01	1.57E+01	7.19E+00	8.37E+00	8.83E+00	7.35E+00	1.38E+01	4.52E+00	4.09E+00	2.77E+00	5.80E+01	4.48E+00	1.76E+01
PD46229a_vs_PD46229b__pv	6.05E+01	6.67E+01	8.49E+00	3.20E+01	8.46E+00	1.11E+01	8.42E+00	9.01E+00	1.57E+01	1.02E+01	1.04E+01	8.76E+00	1.57E+01	1.81E+01	6.36E+00	5.52E+00	3.86E+00	8.45E+01	6.56E+00	1.30E+01
PD46230a_vs_PD46230b__pv	8.44E+00	1.40E+01	7.98E+00	1.06E+01	8.56E+00	7.46E+00	8.23E+00	1.26E+01	1.79E+01	7.91E+00	9.59E+00	9.50E+00	1.12E+01	1.57E+01	5.30E+00	1.66E+01	1.56E+01	1.61E+01	5.15E+00	1.33E+01
PD46231a_vs_PD46231b__pv	2.45E+00	2.64E+00	3.99E+00	2.02E+00	4.31E+00	4.54E+00	4.76E+00	4.36E+00	7.67E+00	6.11E+00	3.39E+00	4.60E+00	7.12E+00	8.17E+00	2.13E+00	3.94E+00	2.89E+00	7.45E+00	3.26E+00	4.79E+00
PD46232a_vs_PD46232b__pv	1.11E+01	1.53E+01	6.64E+00	1.00E+01	6.25E+00	7.95E+00	8.95E+00	8.31E+00	1.70E+01	1.20E+01	9.46E+00	7.13E+00	1.54E+01	1.06E+01	4.65E+00	5.96E+00	2.24E+00	2.27E+01	4.13E+00	8.37E+00
PD46233a_vs_PD46233b__pv	3.38E+01	2.45E+01	1.48E+01	2.80E+01	7.29E+00	1.69E+01	1.17E+01	1.01E+01	1.86E+01	1.03E+01	1.22E+01	1.03E+01	2.26E+01	1.64E+01	1.19E+01	6.97E+00	9.18E+00	3.48E+01	9.51E+00	1.42E+01
